id	role	alias	tag
7565	Chorus Assistance	chorus assistance	PERFORMER
4197	Chorus Assistant	chorus assistant	PERFORMER
8094	Chorus Composer	chorus composer	COMPOSER
2502	Chorus Conductor	chorus conductor	CONDUCTOR
3521	Chorus Contractor	chorus contractor	PERFORMER
3632	Chorus Coordinator	chorus coordinator	PERFORMER
2858	Chorus Director	chorus director	PERFORMER
10258	Chorus Intermediate	chorus intermediate	PERFORMER
10262	Chorus Junior	chorus junior	PERFORMER
8624	Chorus Line	chorus line	PERFORMER
3704	Chorus Lyricist	chorus lyricist	LYRICIST
374	Chorus Lyrics Translation	chorus lyrics translation	PERFORMER
290	Chorus Manager	chorus manager	PERFORMER
3794	Chorus Manipulator	chorus manipulator	PERFORMER
291	Chorus Master	chorus master	PERFORMER
2775	Chorus Mixing Engineer	chorus mixing engineer	PERFORMER
4134	Chorus Original Lyricist	chorus original lyricist	LYRICIST
9286	Chorus Planner	chorus planner	PERFORMER
1235	Chorus Producer	chorus producer	PERFORMER
378	Chorus Recording Coordinator	chorus recording coordinator	PERFORMER
1252	Chorus Recording Engineer	chorus recording engineer	PERFORMER
406	Chorus Recording Studio	chorus recording studio	PERFORMER
9365	Chorus Remastering Studio	chorus remastering studio	PERFORMER
7110	Chorus Sampler	chorus sampler	PERFORMER
8778	Chorus Supervisor	chorus supervisor	PERFORMER
2618	Chorus Track	chorus track	PERFORMER
1356	Chorus Work	chorus work	PERFORMER
2471	Chromatic Harmonica	chromatic harmonica	PERFORMER
4100	Chromatic Harp	chromatic harp	PERFORMER
7820	Chronology Creator	chronology creator	PERFORMER
4031	Chuu-daiko	chuu-daiko	PERFORMER
1902	Chuzao Shamisen	chuzao shamisen	PERFORMER
1461	Cimbalom	cimbalom	PERFORMER
1459	Cimbalom Recording Engineer	cimbalom recording engineer	PERFORMER
1460	Cimbalom Recording Studio	cimbalom recording studio	PERFORMER
1530	Cimbasso	cimbasso	PERFORMER
3307	Cinematic Audio	cinematic audio	PERFORMER
373	Cinematic Composer	cinematic composer	COMPOSER
8742	Cinematic Copyist	cinematic copyist	PERFORMER
7082	Cinematic Dialogue Editor	cinematic dialogue editor	PERFORMER
6159	Cinematic Foley	cinematic foley	PERFORMER
9846	Cinematic Foley Editor	cinematic foley editor	PERFORMER
8184	Cinematic Foley Mixing Engineer	cinematic foley mixing engineer	PERFORMER
9396	Cinematic Foley Recording Studio	cinematic foley recording studio	PERFORMER
6658	Cinematic Foley Services	cinematic foley services	PERFORMER
8834	Cinematic Intro Music	cinematic intro music	PERFORMER
8833	Cinematic Intro Sound Designer	cinematic intro sound designer	PERFORMER
8835	Cinematic Intro Sound Mixing Engineer	cinematic intro sound mixing engineer	PERFORMER
404	Cinematic Mixing Engineer	cinematic mixing engineer	PERFORMER
8159	Cinematic Mixing Studio	cinematic mixing studio	PERFORMER
704	Cinematic Multi Audio	cinematic multi audio	PERFORMER
7607	Cinematic Multi Audio Assistant	cinematic multi audio assistant	PERFORMER
7387	Cinematic Multi Audio Support	cinematic multi audio support	PERFORMER
9188	Cinematic Music Arranger	cinematic music arranger	ARRANGER
8743	Cinematic Music Contractor	cinematic music contractor	PERFORMER
10254	Cinematic Music Director	cinematic music director	PERFORMER
2452	Cinematic Music Editor	cinematic music editor	PERFORMER
8068	Cinematic Music Finishing	cinematic music finishing	PERFORMER
2641	Cinematic Music Producer	cinematic music producer	PERFORMER
9189	Cinematic Music Production Assistance	cinematic music production assistance	PERFORMER
8310	Cinematic Orchestrator	cinematic orchestrator	PERFORMER
9038	Cinematic Post-Production Coordinator	cinematic post-production coordinator	PERFORMER
8853	Cinematic Post-Production Sound Services	cinematic post-production sound services	PERFORMER
8744	Cinematic Pre-dubbing Mixing Engineer	cinematic pre-dubbing mixing engineer	PERFORMER
4263	Cinematic Recording Engineer	cinematic recording engineer	PERFORMER
3683	Cinematic Score	cinematic score	PERFORMER
9381	Cinematic Score Arranger	cinematic score arranger	ARRANGER
7931	Cinematic Score Composer	cinematic score composer	COMPOSER
7934	Cinematic Score Editor	cinematic score editor	PERFORMER
7933	Cinematic Score Mixing Engineer	cinematic score mixing engineer	PERFORMER
7932	Cinematic Score Producer	cinematic score producer	PERFORMER
10479	Cinematic Score Recording Studio	cinematic score recording studio	PERFORMER
8841	Cinematic Scores Performer	cinematic scores performer	PERFORMER
3228	Cinematic Song Producer	cinematic song producer	PERFORMER
225	Cinematic Sound	cinematic sound	PERFORMER
9274	Cinematic Sound Arranger	cinematic sound arranger	ARRANGER
8836	Cinematic Sound Contractor	cinematic sound contractor	PERFORMER
5863	Cinematic Sound Coordinator	cinematic sound coordinator	PERFORMER
7374	Cinematic Sound Creator	cinematic sound creator	PERFORMER
281	Cinematic Sound Design	cinematic sound design	PERFORMER
7937	Cinematic Sound Design Manager	cinematic sound design manager	PERFORMER
7081	Cinematic Sound Design Production	cinematic sound design production	PERFORMER
8741	Cinematic Sound Director	cinematic sound director	PERFORMER
703	Cinematic Sound Editor	cinematic sound editor	PERFORMER
226	Cinematic Sound Effects	cinematic sound effects	PERFORMER
4564	Cinematic Sound Effects Designer	cinematic sound effects designer	PERFORMER
4555	Cinematic Sound Effects Director	cinematic sound effects director	PERFORMER
6157	Cinematic Sound Effects Editor	cinematic sound effects editor	PERFORMER
7431	Cinematic Sound Effects Engineer	cinematic sound effects engineer	PERFORMER
5905	Cinematic Sound Engineer	cinematic sound engineer	PERFORMER
10065	Cinematic Sound Lead	cinematic sound lead	PERFORMER
9599	Cinematic Sound Mixing Engineer	cinematic sound mixing engineer	PERFORMER
6203	Cinematic Sound Post-Production	cinematic sound post-production	PERFORMER
6204	Cinematic Sound Post-Production Manager	cinematic sound post-production manager	PERFORMER
5998	Cinematic Sound Processing	cinematic sound processing	PERFORMER
4737	Cinematic Sound Producer	cinematic sound producer	PERFORMER
5297	Cinematic Sound Production	cinematic sound production	PERFORMER
6287	Cinematic Sound Services	cinematic sound services	PERFORMER
369	Cinematic Sound Supervisor	cinematic sound supervisor	PERFORMER
10471	Cinematic Sound Support	cinematic sound support	PERFORMER
8829	Cinematic Supervising Sound Designer	cinematic supervising sound designer	PERFORMER
702	Cinematic Supervising Sound Editor	cinematic supervising sound editor	PERFORMER
